id,title,year,priority_year,publication_year,assignees,domains,cpc_groups,cpc_codes,ipc_groups,ipc_codes,concepts,countries,legal_state,focus
93812412,Electrolyser for carbon dioxide reduction,2019,2019,2021,SIEMENS ENERGY,"Surface technology, coating",C25B; Y02P,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/19; C25B-011/032; C25B-015/083; Y02P-020/129,C25B,C25B-001/00; C25B-003/25; C25B-009/00; C25B-015/08,CARBON DIOXIDE ELECTROCHEMICAL CONVERSION; CARBON DIOXIDE ELECTROCHEMICAL REACTION; DISSOLVED GAS; EDUCT GAS; ELECTROCHEMICAL CONVERSION; ELECTROCHEMICAL REACTION; ELECTROLYTE; ELECTROLYZER; METHANEDIONE REDUCTION; REACTANT GAS,DE,DEAD,Non-noble candidate; GDE
116688896,Transition metal monatomic catalyst and preparation method and application thereof,2025,2025,2025,DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,"Macromolecular chemistry, polymers; Surface technology, coating; Textile and paper machines",B01J; C01B; C08G; C09K; C25B; D01F,B01J-035/00/33; C01B-032/40; C08G-083/00/8; C09K-003/00; C25B-001/00; C25B-003/04; C25B-011/04; C25B-011/04/47; C25B-011/04/73; C25B-011/04/89,C08G; C25B; D01F,C08G-083/00; C25B-001/23; C25B-011/091; D01F-001/10; D01F-006/54; D01F-009/22,CATALYST ATOM; TRANSITION METAL; TRANSITION METAL CATALYST ATOM; MONOATOMIC ELECTROCATALYST; MICROPORE PORE VOLUME; ELECTROCATALYSIS; MESOPORE PORE VOLUME; NITROGEN DOPING CARBON; MACROPORE; TRANSITION METAL MONOATOMIC ELECTROCATALYST,CN,ALIVE,Non-noble candidate
84413562,Production and separation of phosgene by means of a combined co2 and chloride electrolysis,2017,2017,2021,SIEMENS ENERGY,"Materials, metallurgy; Surface technology, coating",C01B; C25B; Y02E,C01B-007/04; C01B-032/40; C01B-032/50; C01B-032/80; C25B-001/00; C25B-001/26; C25B-009/19; C25B-015/08; Y02E-060/36,C01B; C25B,C01B-007/04; C01B-032/40; C01B-032/50; C01B-032/80; C25B-001/04; C25B-001/26; C25B-003/06; C25B-009/00,CARBONYL DICHLORIDE; CARBONYL DICHLORIDE SEPARATION; CHLORIDE CO2COMBINED ELECTROLYSIS; CHLORIDE ELECTROLYSIS,DE,DEAD,MEA; AEM; Non-noble candidate
67334411,Production of valuable chemicals by electroreduction of carbon dioxide in a NaSICON cell,2013,2013,2017,CERAMATEC; ENLIGHTEN INNOVATIONS,"Surface technology, coating",C25B,C25B-003/04; C25B-003/25; C25B-009/08; C25B-009/19,C25B,C25B-001/02; C25B-003/25; C25B-009/19,CATHODE COMPARTMENT; METHANEDIONE; METHANEDIONE ELECTROREDUCTION; NASICON CELL; USABLE CHEMICAL,US,ALIVE,Non-noble candidate; GDE
89416407,(WO2020/126119) Electrolyser for carbon dioxide reduction,2018,2018,2020,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/00; C25B-009/19; C25B-013/04; C25B-015/08,C25B,C25B-003/25; C25B-009/19; C25B-015/08,ELECTROLYTE RESERVOIR; ELECTROLYZER; METHANEDIONE REDUCTION; GAS OUTLET,DE,DEAD,GDE
116414667,"Mea for carbon dioxide reduction including reduction catalyst layer cathode of double-layer structure, assembly for carb...",2024,2024,2025,KOREA INSTITUTE OF SCIENCE & TECHNOLOGY,"Surface technology, coating",C25B; Y02E,C25B-001/23; C25B-003/26; C25B-009/23; C25B-011/032; C25B-011/043; C25B-011/052; C25B-011/065; C25B-011/075; C25B-011/081; C25B-013/08,C25B,C25B-003/26; C25B-009/23; C25B-011/032; C25B-011/043; C25B-011/052; C25B-011/075; C25B-011/081; C25B-013/08,ANION EXCHANGE IONOMER; CARBON DIOXIDE REDUCTION; CATALYST LAYER; DOUBLE LAYER STRUCTURE; LAYER STRUCTURE REDUCTION; MEMBRANE; MEMBRANE ELECTRODE ASSEMBLY,KR,ALIVE,MEA; AEM; Non-noble candidate; GDE
101790586,Carbon dioxide electrolysis device,2021,2021,2024,TOSHIBA,"Surface technology, coating",C25B; Y02E,C25B-001/04; C25B-001/23; C25B-003/26; C25B-009/15; C25B-009/19; C25B-009/65; C25B-013/04; C25B-013/08; Y02E-060/36,C25B,C25B-001/04; C25B-001/23; C25B-003/26; C25B-009/15; C25B-009/19; C25B-009/65; C25B-011/054; C25B-013/04,ANODE SOLUTION; ANODE SOLUTION SUPPLY; CARBON COMPOUND; CARBON DIOXIDE ELECTROLYSIS,JP,ALIVE,GDE
79181464,A kind of carbon dioxide electroreduction cathode and preparation method thereof,2016,2016,2019,DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,"Surface technology, coating",C25B,C25B-003/25; C25B-011/055; C25B-011/091,C25B,C25B-003/25,ELECTROREDUCTION CATHODE; ELECTROREDUCTION NEGATIVE ELECTRODE; METHANEDIONE ELECTROREDUCTION CATHODE; METHANEDIONE ELECTROREDUCTION NEGATIVE ELECTRODE; NANO CARBON LAYER; METHANEDIONE ELECTROREDUCTION; HETEROATOM DOPED NANO CARBON,CN,ALIVE,Non-noble candidate
106866991,Starting method of carbon dioxide electro-catalytic reactor,2023,2023,2023,ZHEJIANG BAIMA LAKE LABORATORY; ZHEJIANG TIANDI ENV PROT TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/23; C25B-003/07; C25B-003/26; C25B-015/00,C25B,C25B-001/23; C25B-003/07; C25B-003/26; C25B-015/00,CARBON DIOXIDE ELECTROCATALYTIC REACTOR; ELECTROCATALYTIC REACTOR; CATHODE CAVITY; DEHUMIDIFYING; PRESET DEHUMIDIFYING; CATALYST MICROPORE; REMOVING IMPURITY; PRESET DEHUMIDIFYING COMPLETION VALUE; BICARBONATE ION; CATHODE ELECTRODE,CN,ALIVE,Non-noble candidate; GDE
98849845,Method of preparing electrocatalysts for converting carbon dioxide to chemicals,2020,2020,2023,NORTHERN ILLINOIS UNIVERSITY; UCHICAGO ARGONNE,"Chemical engineering; Organic fine chemistry; Surface technology, coating",B01J; C07C; C25B,B01J-021/18; B01J-023/14; B01J-023/18; B01J-023/72; B01J-023/78; B01J-035/00/33; B01J-035/10; B01J-035/10/28; B01J-035/33; B01J-035/60,B01J; C07C; C25B,B01J-021/18; B01J-023/14; B01J-023/18; B01J-023/72; B01J-023/78; B01J-035/00; B01J-035/10; B01J-037/00,CATALYST; CATALYTIC METAL; CONVERTING CARBON DIOXIDE; ELECTROCATALYST,US,ALIVE,Non-noble candidate
116876860,"Monolithic carbon-based electrocatalyst capable of enhancing mass transfer of carbon dioxide, preparation method and mat...",2025,2025,2025,DALIAN UNIVERSITY OF TECHNOLOGY,"Micro-structure and nano-technology; Surface technology, coating",B82Y; C23C; C25B,B82Y-030/00; B82Y-040/00; C23C-028/34; C25B-001/00; C25B-001/00/3; C25B-003/00; C25B-003/04; C25B-011/03/5; C25B-011/04; C25B-011/04/05,B82Y; C25B,B82Y-030/00; C25B-001/23; C25B-009/19; C25B-011/091,CARBON DIOXIDE MASS TRANSFER; ELECTROCHEMICAL REACTION; INTEGRAL CARBON ELECTROCATALYST; MASS TRANSFER; MATCHED ELECTROCHEMICAL REACTION; MONOLITHIC CARBON ELECTROCATALYST; GRAPHENE HYDROGEL; COOPERATIVE OPTIMIZATION; CATHODE CHAMBER; IMMERSED MONOLITHIC CARBON ELECTROCATALYST,CN,ALIVE,Non-noble candidate
116440098,MEA electrolytic bath device and method for electrocatalytic carbon dioxide reduction,2025,2025,2025,CSSC HANDAN PERIC HYDROGEN ENERGY TECHNOLOGY; XIAN JIAOTONG UNIVERSITY,"Surface technology, coating",C25B,C25B-001/00; C25B-003/04; C25B-009/08,C25B,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/19; C25B-009/60; C25B-009/70,CARBON DIOXIDE REDUCTION; ELECTROLYTIC CELL; ELECTROLYZER; MEMBRANE ELECTRODE ASSEMBLY; ANODE CATALYTIC ELECTRODE; INCLINED DIAGONAL APERTURE; ELECTROLYSIS CELL; INSULATING GASKET; MEMBRANE ELECTRODE; CATHODE ANODE COMPOSITE PLATE,CN,ALIVE,MEA; AEM; Non-noble candidate; GDE
100959754,(WO2022/153236) Use of semiconductors to control the selectivity of eletrochemical reduction of carbon dioxide,2021,2021,2022,UNIVERSIDADE DO PORTO,"Surface technology, coating",C25B,C25B-001/23; C25B-001/55; C25B-003/03; C25B-003/07; C25B-003/21; C25B-003/26; C25B-009/23; C25B-009/50; C25B-011/032; C25B-011/049,C25B,C25B-001/23; C25B-001/55; C25B-003/03; C25B-003/07; C25B-003/21; C25B-003/26; C25B-009/23; C25B-009/50,CARBON DIOXIDE ELETROCHEMICAL REDUCTION; ELECTROLYZER; ELETROCHEMICAL REDUCTION; LIQUID PHASE; ORGANIC MOLECULE; PERIODICAL ELECTROLYTE REPLACEMENT; SELECTIVITY CONTROL; SEMICONDUCTOR; NANOSTRUCTURE MORPHOLOGY; MEAGER SELECTIVITY,PT,DEAD,AEM; Non-noble candidate; GDE
72680476,Catalyst layers and electrolyzers,2010,2010,2018,DIOXIDE MATERIALS,"Chemical engineering; Electrical machinery, apparatus, energy; Environmental technology; Measurement; Other special machines; Surface technology, coating",B01J; C02F; C08J; C25B; G01N; H01M; Y02E,B01J-041/12/5; B01J-041/13; B01J-041/14; B01J-047/12; C02F-001/461; C08J-005/22/31; C08J-2325/08; C08J-2325/18; C25B-001/00; C25B-001/04,B01J; B29C; C02F; C25B; G01N; H01M,B01J-041/12; B01J-041/13; B01J-041/14; B29C-041/50; C02F-001/461; C25B-003/25; C25B-003/29; C25B-009/19,ANION CONDUCTING POLYMERIC MEMBRANE; CATALYST LAYER; ELECTROCHEMICAL DEVICE; ELECTROCHEMICALLY REDUCING METHANEDIONE; ELECTROLYZER,US,ALIVE,AEM; Non-noble candidate
75262842,(WO2017/021083) Production process for a fuel gas and plant for producing a fuel gas with an electrolysis system for ele...,2015,2015,2017,SIEMENS ENERGY,"Basic materials chemistry; Biotechnology; Surface technology, coating",C12M; C25B; Y02E,C12M-021/04; C12M-043/00; C12M-043/04; C12M-047/18; C25B-001/01; C25B-001/04; C25B-001/23; C25B-009/05; C25B-009/19; C25B-011/02,C10L; C12M; C12P; C25B,C10L-003/00; C10L-003/08; C12M-001/00; C12M-001/107; C12P-005/02; C25B-001/00,CARBON DIOXIDE RECLAMATION; CARBON DIOXIDE UTILIZATION; CATHODE SPACING; CATHOLYTE; CATHOLYTE CIRCUIT; COAL,DE,DEAD,Non-noble candidate
112590590,Preparation method and application of membrane electrode for preparing synthesis gas through electrolyte-free CO2 electr...,2024,2024,2024,ZHEJIANG UNIVERSITY,"Surface technology, coating",C25B,C25B-001/23; C25B-009/19; C25B-011/032; C25B-011/065; C25B-013/08,C25B,C25B-001/23; C25B-009/19; C25B-011/032; C25B-011/065; C25B-013/08,ELECTROLYTE FREE CO2PREPARATION; ELECTROREDUCTION; MEMBRANE ELECTRODE; SYNTHESIS GAS; MIXED SLURRY; ELECTRODE SLURRY DISPERSING AGENT; NI CATALYST ATOM; ELECTRODE SLURRY DISPERSANT; TRANSITION METAL CATALYST; ULTRAPURE WATER ELECTROLYTE,CN,ALIVE,MEA; Non-noble candidate; GDE
101562974,Phosphorus-nitrogen co-doped carbon gel electrocatalyst and preparation method and application thereof,2022,2022,2024,QUZHOU RESEARCH INSTITUTE OF ZHEJIANG UNIVERSITY; ZHEJIANG UNIVERSITY,"Surface technology, coating",C25B; Y02E,C25B-001/23; C25B-003/07; C25B-003/26; C25B-011/091; Y02E-060/50,C25B,C25B-001/23; C25B-003/07; C25B-003/26; C25B-011/091,CARBON GEL ELECTROCATALYST; IN FRAME; POLYMERIC MACROMOLECULAR CHAIN CROSSLINKING; FEOOH PANI PRECURSOR; NITROGEN PRECURSOR; POLYMERIC MACROMOLECULAR CHAIN; AEROGEL CATALYST; CODOPED CARBON CATALYST,CN,ALIVE,Non-noble candidate
87171527,"Gas diffusion electrode for carbon dioxide treatment, method for production thereof, and electrolysis cell having a gas ...",2018,2018,2021,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-011/032; C25B-011/081; C25B-011/095,C25B,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/25; C25B-003/26; C25B-011/032; C25B-011/081,CARBON DIOXIDE TREATMENT; CARBON DIOXIDE UTILIZATION; CO2 TARGETED ELECTROCHEMICAL UTILIZATION; CO2 UTILIZATION; ELECTROLYSIS CELL; ELECTROOSMOSIS SUPPRESSION,DE; DK,DEAD,Non-noble candidate; GDE
105418286,Preparation of carbon-based hydrophobic catalytic electrode material and application of carbon-based hydrophobic catalyt...,2023,2023,2025,CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,"Materials, metallurgy; Micro-structure and nano-technology; Surface technology, coating",B01J; B82Y; C01B; C01G; C01P; C25B; Y02E,B01J-035/00/33; B01J-035/02/3; B82Y-030/00; B82Y-040/00; C01B-032/05; C01B-032/40; C01B-032/50; C01G-001/02; C01G-053/82; C01P-2002/72,B82Y; C01B; C01G; C25B,B82Y-030/00; C01B-032/05; C01G-053/82; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-011/091,CARBON DIOXIDE ELECTROCATALYSIS; CARBON HYDROPHOBIC CATALYTIC ELECTRODE; ELECTRODE MATERIAL; ORGANIC LIGAND; AZA BICYCLO ALKANE; NI FE HYDROTALCITE,CN,ALIVE,Non-noble candidate
97217510,Corrosion protection in a coelectrolysis stack,2020,2020,2025,SIEMENS ENERGY,"Materials, metallurgy; Surface technology, coating",C25B; Y02E,C25B-001/23; C25B-003/26; C25B-009/65; C25B-009/75; C25B-009/77; C25B-015/00; C25B-015/08; Y02E-060/36,C01B; C25B,C01B-032/40; C25B-001/00; C25B-001/23; C25B-003/25; C25B-003/26; C25B-009/00; C25B-009/75; C25B-009/77,CCH ELECTROLYSIS STACK; CO2 ELECTROLYSIS; CO2 ELECTROLYSIS STACK; COELECTROLYSIS STACK; CORROSION; CORROSION PROTECTION,DE,ALIVE,Non-noble candidate
92569265,Installation and method for the electrochemical utilization of carbon dioxide,2019,2019,2021,SIEMENS ENERGY,"Materials, metallurgy; Surface technology, coating",C01B; C25B,C01B-032/50; C25B-001/23; C25B-009/13; C25B-009/19; C25B-015/087,C01B; C25B,C01B-032/40; C25B-001/00; C25B-009/19,ANODE SPACE; CATHODE SPACING; ELECTRO CHEMICAL UTILIZATION; ELECTROLYSIS CELL; METHANEDIONE; METHANEDIONE ELECTROCHEMICAL UTILIZATION; METHANEDIONE ELECTROLYZER; CATHODE SUBSPACE; CATHODE COMPARTMENT; AMMONIA ABSORBER,DE,DEAD,Non-noble candidate; GDE
79163034,Method and device for the electrochemical utilization of carbon dioxide,2016,2016,2018,SIEMENS ENERGY,"Materials, metallurgy; Organic fine chemistry; Surface technology, coating",B01D; C25B; Y02P,B01D-061/423; B01D-061/44/5; B01D-061/463; B01D-061/52; B01D-061/54; B01D-2257/504; C25B-001/00; C25B-001/01; C25B-001/23; C25B-003/26,C01B; C07C; C25B,C01B-032/40; C07C-011/04; C25B-003/25; C25B-015/08,CARBON DIOXIDE ELECTROCHEMICAL UTILIZATION; ELECTRO CHEMICAL UTILIZATION; ELECTROCHEMICAL UTILIZATION; ABSORBENT REGENERATION; ELECTRODIALYSIS CELL; ELECTROLYZER; GAS SCRUBBING; BIPOLAR MEMBRANE; ELECTROLYSIS CELL; ABSORBENT,DE,DEAD,GDE
74496528,Tube cell-based pressure-type coelectolysis modude,2015,2015,2018,KOREA INSTITUTE OF ENERGY RESEARCH,"Materials, metallurgy; Surface technology, coating",C01B; C25B; G05D; Y02E,C01B-003/02; C01B-003/22; C25B-001/00; C25B-001/04; C25B-001/042; C25B-001/12; C25B-001/23; C25B-009/00; C25B-009/05; C25B-009/10,C01B; C25B,C01B-003/02; C25B-009/23,AMENDSTATUS; COELECTROLYSIS MODULE; ELECTROLYSIS MODULE; PRESSURE COELECTROLYSIS MODULE; PRESSURIZED COELECTROLYSIS MODULE; PRESSURIZED PNEUMATIC MODULE,KR,ALIVE,Non-noble candidate
114777530,Reaction device for carbon dioxide reduction and reduction method,2025,2025,2025,ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,"Surface technology, coating",C25B,C25B-003/03; C25B-003/26; C25B-009/17; C25B-011/091,C25B,C25B-003/03; C25B-003/26; C25B-009/17; C25B-011/091,CARBON DIOXIDE REDUCTION; CATHODE TURNTABLE; REDUCING CARBON DIOXIDE; REDUCTION; STAGE REACTION CATALYST; ELECTROLYTE; GUIDE PIPE; INNER DISC; COMPOUNDING PROBABILITY; CATHODE ELECTRON CONDUCTOR,CN,ALIVE,Non-noble candidate
91738840,Electrolysis plant and method for the electrolytic reduction of carbon dioxide,2019,2019,2020,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-015/029; C25B-015/083; C25B-015/087,C25B,C25B-003/25,ELECTROLYSIS PLANT; ELECTROLYTIC REDUCTION; ELECTROLYZER; METHANEDIONE ELECTROLYTIC REDUCTION; METHANEDIONE CONTENT; BOUND METHANEDIONE; ELECTROLYTIC CONVERSION; SEPARATING METHANEDIONE; METHANEDIONE; INTERMEDIATE PRODUCT,DE,DEAD,Non-noble candidate
101871167,"Electrode material, membrane electrode assembly, CO2 electrolysis device, and method for producing CO2 electrolysis prod...",2021,2021,2025,IDEMITSU KOSAN,"Surface technology, coating",C25B,C25B-001/23; C25B-003/26; C25B-009/23; C25B-011/051; C25B-011/052; C25B-011/054; C25B-011/069; C25B-013/08,C25B,C25B-001/23; C25B-003/26; C25B-009/00; C25B-009/23; C25B-011/051; C25B-011/052; C25B-011/054; C25B-013/08,CO2 ELECTROLYSIS; CO2 ELECTROLYSIS PRODUCT,JP,ALIVE,MEA; AEM; Non-noble candidate
85011701,Nion exchanger fillings through which flow can occur for electrolyte splitting in co2 electrolysis for better spatial di...,2017,2017,2021,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-003/25; C25B-003/26; C25B-009/19; C25B-009/23; C25B-013/02,C25B,C25B-003/25; C25B-003/26; C25B-009/19; C25B-009/23,ANION EXCHANGER FILLING; ANION EXCHANGER PACKING; CO2 ELECTROLYSIS; CO2FLOWABLE ANION EXCHANGER PACKING; ELECTROLYSIS,DE,DEAD,AEM; Non-noble candidate; GDE
85758108,Electrochemical production of a gas comprising co with intermediate cooling of the electrolyte flow,2018,2018,2020,LINDE; SIEMENS ENERGY,"Surface technology, coating",C01B; C25B; Y02E; Y02P,C01B-032/40; C01B-032/50; C25B-001/00; C25B-001/04; C25B-001/23; C25B-009/08; C25B-009/19; C25B-009/20/6; C25B-009/70; C25B-009/73,C25B,C25B-001/02; C25B-009/19; C25B-015/08,CO2AN; ELECTROLYSIS CELL; ELECTROLYTE; ELECTROLYTE INTERMEDIATE COOLING; ELECTROLYTIC CELL; GAS ELECTROCHEMICAL PRODUCTION,DE,DEAD,AEM; Non-noble candidate; GDE
94204081,Electrolysis cell and method for operating the electrolysis cell for the electrochemical utilization of carbon dioxide,2019,2019,2021,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/05; C25B-009/23; C25B-009/75; C25B-009/77; C25B-013/02; C25B-015/085,C25B,C25B-001/00; C25B-003/00; C25B-009/19; C25B-011/04; C25B-015/00,ELECTRO CHEMICAL UTILIZATION; ELECTROCHEMICAL CONVERSION; ELECTROLYSIS CELL; METHANEDIONE ELECTROCHEMICAL CONVERSION; METHANEDIONE ELECTROCHEMICAL UTILIZATION; MEMBRANE COMPOSITE; METHANEDIONE ELECTROLYSIS CELL; METHANEDIONE ELECTROLYSIS; METHANEDIONE; ELECTROLYTE,DE,DEAD,Non-noble candidate
110697556,Preparation method and application of bimetallic monatomic catalyst derived from MOF precursor,2024,2024,2024,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/02; C25B-001/23; C25B-011/065; C25B-011/091,C25B,C25B-001/02; C25B-001/23; C25B-011/065; C25B-011/091,BIMETALLIC MONOATOMIC CATALYST; BIMETALLIC SINGLE ATOM CATALYST; MOF PRECURSOR; MONOATOMIC CATALYST SELECTIVITY; FARAD IC; CATALYST ATOM; ELECTROCATALYTIC REDUCTION; MOFS DERIVED CATALYST; MONOATOMIC IRON CATALYST; PURITY ARGON,CN,ALIVE,Non-noble candidate
116709402,Preparation method of monatomic nickel catalyst and application of monatomic nickel catalyst in electrocatalytic carbon ...,2025,2025,2025,SHANGHAI INSTITUTE OF APPLIED PHYSICS - CHINESE ACADEMY OF SCIENCES,"Surface technology, coating",C25B,C25B-001/00; C25B-003/04; C25B-011/04,C25B,C25B-001/23; C25B-003/26; C25B-011/065; C25B-011/075,CARBON DIOXIDE REDUCTION; ELECTROCATALYTIC CARBON DIOXIDE REDUCTION; MONOATOMIC NICKEL CATALYST; NI MONOATOMIC ANCHORING; NI MONOATOMIC CATALYST; ELECTROCATALYTIC CARBON DIOXIDE; CATALYST POPULARIZATION; INSUFFICIENT CATALYTIC SELECTIVITY; CATALYST ATOM UTILIZATION; RESISTIVE SUBSTRATE,CN,ALIVE,Non-noble candidate
115484302,Nitrogen-doped carbon fiber loaded with Ni-Zn bimetallic and application of nitrogen-doped carbon fiber in electrocataly...,2025,2025,2025,DONGHUA UNIVERSITY; YANCHENG INSTITUTE OF TECHNOLOGY,"Materials, metallurgy; Surface technology, coating; Textile and paper machines",B01J; B22F; B82Y; C25B; D01F; D10B; Y02E,B01J-023/66; B01J-035/00/33; B22F-001/00/18; B22F-009/24; B82Y-030/00; C25B-001/00; C25B-001/04; C25B-003/04; C25B-011/04/05; C25B-011/04/26,B22F; C25B; D01F,B22F-001/18; C25B-001/23; C25B-011/052; C25B-011/091; D01F-001/10; D01F-009/22,CARBON DIOXIDE ELECTROCATALYTIC REDUCTION; CARBON FIBER; ELECTROCATALYTIC REDUCTION; NI ZN BIMETAL; ELECTROCHEMICAL CATALYST; NANOFIBER COMPOSITE MEMBRANE; ZN WEAK AFFINITY; ELECTROSTATIC SPINNING; NI ADSORPTION; CATALYST ATOM,CN,ALIVE,MEA; Non-noble candidate
94740357,Method and electrolyser for reducing carbon dioxide,2019,2019,2021,SIEMENS ENERGY,"Surface technology, coating",C25B,C25B-001/23; C25B-009/19; C25B-015/087,C25B,C25B-001/00; C25B-009/19; C25B-015/08,ANODE SPACE; CATHODE SPACING; ELECTROCHEMICAL CONVERSION; ELECTROLYZER; GAS DIFFUSION ELECTRODE; GAS SPACE; REACTANT GAS; REACTANT GAS CONVERSION; REDUCING METHANEDIONE; ANOLYTE,DE,DEAD,GDE
73079791,(WO2016/083193) Electrolyzer and method for utilizing carbon dioxide,2014,2014,2016,SIEMENS ENERGY,"Surface technology, coating",C25B; Y02P,C25B-001/00; C25B-003/25; C25B-009/19; C25B-011/04; C25B-015/02; Y02P-020/133,C25B,C25B-003/25; C25B-009/19,CARBON DIOXIDE UTILIZATION; ELECTROLYSIS CELL; ELECTROLYZER; VOLTAGE PROTECTION; ELECTROLYSIS EDUCT,DE,DEAD,Non-noble candidate
91085959,Device and method for storing electrical energy,2019,2019,2020,SIEMENS ENERGY,"Surface technology, coating",C25B; Y02E; Y02P,C25B-001/00; C25B-003/25; C25B-009/19; C25B-011/02; Y02E-060/36; Y02P-020/133,C25B,C25B-003/25; C25B-009/19,ANODE SPACE; CATHODE CHAMBER; CATHODE SPACING; ELECTRICAL ENERGY; ELECTROCHEMICAL CONVERSION; MEMBRANE,EP; DE,DEAD,Non-noble candidate; GDE
84993693,Method for operating in start-up mode or stand-by mode a power-to-gas unit comprising a plurality of high-temperature el...,2017,2017,2022,CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,"Basic materials chemistry; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",C10L; C25B; Y02E; Y02P,C10L-003/08; C25B-001/00; C25B-001/04; C25B-001/08; C25B-001/23; C25B-003/00; C25B-003/03; C25B-003/25; C25B-003/26; C25B-009/04,C01B; C07C; C10L; C25B,C01B-003/02; C07C-001/02; C07C-001/04; C07C-001/12; C10L-003/08; C25B-001/042; C25B-001/23; C25B-001/50,ADJACENT BASIC CELL; BASIC CELL; COELECTROLYSIS REACTOR; COELECTROLYTIC REACTOR; ELECTRICAL CONTACT; ELECTROLYSIS REACTOR; ELECTROLYTE,FR,ALIVE,Non-noble candidate
1913318,Novel catalyst mixtures,2010,2010,2022,DIOXIDE MATERIALS,"Analysis of biological materials; Chemical engineering; Electrical machinery, apparatus, energy; Materials, metallurgy; Measurement; Organic fine chemistry; Surface technology, coating",B01D; B01J; C01B; C07C; C25B; G01N; H01M; Y02A; Y02E; Y02P,B01D-053/32/6; B01J-019/08; B01J-031/02; B01J-031/02/02; B01J-031/02/04; B01J-031/02/09; B01J-031/02/39; B01J-031/02/68; B01J-031/02/75; B01J-031/02/78,B01J; C01B; C07C; C25B; C25D; G01N; H01M,B01J-019/08; B01J-023/00; B01J-025/00; B01J-029/00; B01J-031/00; B01J-031/02; B01J-031/12; B01J-031/22,CATALYST; CHEMICAL REACTION PRODUCT; ELECTROCHEMICAL DEVICE,US,ALIVE,Non-noble candidate
101064694,Co x electrolyzer cell flow fields and gas diffusion layers,2021,2021,2025,TWELVE,"Surface technology, coating",C25B; Y02E,C25B-001/04; C25B-001/10; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/00; C25B-009/07; C25B-009/08; C25B-009/10; C25B-009/18,C25B,C25B-001/04; C25B-001/23; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/00; C25B-009/07; C25B-009/19,ADJACENT LONGITUDINAL SEGMENT; ADJACENT SEGMENT; CATHODE CHANNEL; CATHODE FLOW; CATHODE FLOW FIELD; CATHODE INLET; CATHODE OUTLET; CORRESPONDING SIDE; COX ELECTROLYTIC CELL,US,ALIVE,MEA; AEM; Non-noble candidate; GDE
89672842,For CO2Electrolytic iron-nickel alloy in-situ desolventizing layered perovskite cathode material,2020,2020,2021,RESEARCH CENTER FOR ECO ENVIRONMENTAL SCIENCES - CHINESE ACADEMY OF SCIENCES,"Materials, metallurgy; Micro-structure and nano-technology; Surface technology, coating",B01J; B22F; B82Y; C25B,B01J-023/00/2; B01J-023/889/2; B01J-035/33; B01J-2523/00; B22F-001/054; B22F-009/22; B82Y-030/00; C25B-001/00; C25B-011/091,B22F; B82Y; C25B,B22F-001/00; B22F-009/22; B82Y-030/00; B82Y-040/00; C25B-001/23; C25B-011/042,ALLOY IN SITU DESOLVENTIZING; CO2ELECTROLYTIC SOLID OXIDE; ELECTROLYTIC CELL CATHODE MATERIAL; ELECTROLYTIC IRON NICKEL; LAYERED PEROVSKITE CATHODE MATERIAL,CN,DEAD,Non-noble candidate
