id,title,year,priority_year,publication_year,assignees,domains,cpc_groups,cpc_codes,ipc_groups,ipc_codes,concepts,countries,legal_state,focus
103674986,Use of a porous recycling layer for co2 electroreduction to multicarbon products with high conversion efficiency,2021,2021,2025,UNIVERSITY OF TORONTO,"Electrical machinery, apparatus, energy; Materials, metallurgy; Surface technology, coating",C25B; H01M,C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/23; C25B-011/032; C25B-011/081; C25B-013/02; C25B-015/087; H01M-004/86/05; H01M-004/86/57,C01G; C25B; H01M,C01G-003/00; C01G-005/00; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/23; C25B-011/032; C25B-011/081,BIPOLAR MEMBRANE ELECTRODE ASSEMBLY; CONVERSION EFFICIENCY; MEMBRANE ELECTRODE ASSEMBLY; MULTICARBON PRODUCT; MULTILAYER CATHODE,US; CA,ALIVE,MEA; AEM; Non-noble candidate; GDE
69060627,Iron-based catalyst for selective electrochemical reduction of CO2 into CO,2013,2013,2016,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-009/06; C25B-009/17,C25B,C25B-009/17,CO2 ELECTROCHEMICAL REDUCTION; IRON CATALYST; FORMULA PORPHYRIN; GASEOUS CO2; UNDESIRED BYPRODUCT,US; FR,ALIVE,Non-noble candidate
69208275,Iron-based catalyst for selective electrochemical reduction of CO2 into CO,2013,2013,2015,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,Organic fine chemistry,,,C07F,C07F-015/02,CO2 ELECTROCHEMICAL REDUCTION; IRON CATALYST; FORMULA PORPHYRIN; GASEOUS CO2; IRON PORPHYRIN CATALYST; GASEOUS CO2 SOURCE; ELECTROLYTE SOLUTION; IRON PORPHYRIN; CARBON CRUCIBLE; FE TDHPP CATALYST,AU,DEAD,Non-noble candidate
73827816,Selective porphyrin-catalyzed electrochemical reduction of co2 into co in water,2015,2015,2020,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Chemical engineering; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",C07F; C25B; Y02E,C07F-015/02/5; C25B-001/00; C25B-001/04; C25B-001/10; C25B-009/08; C25B-009/19; C25B-009/73; C25B-011/04/05; C25B-011/04/15; C25B-011/04/89,B01J; C01B; C07D; C07F; C25B,B01J-031/22; C01B-032/40; C07D-487/22; C07F-015/02; C25B-009/19,AQUEOUS SOLUTION; AQUEOUS SOLUTION PH; CATALYST; CATALYST ELECTROCHEMICAL REDUCTION; CO H; FORMULA PORPHYRIN; GAS PRODUCTION,EP; FR,ALIVE,Non-noble candidate
68986421,Iron-based catalyst for selective electrochemcial reduction of co2 into co,2013,2013,2015,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Chemical engineering; Surface technology, coating",B01J; C25B,B01J-031/18/15; B01J-2231/625; B01J-2531/025; B01J-2531/842; C25B-001/00; C25B-011/043,B01J; C25B,B01J-031/22; C25B-001/00,CO2 ELECTROCHEMCIAL REDUCTION; ELECTROCHEMCIAL REDUCTION; IRON CATALYST; CO2 ELECTROCHEMICAL REDUCTION; FORMULA PORPHYRIN; GASEOUS CO2; IRON PORPHYRIN CATALYST; GASEOUS CO2 SOURCE; ELECTROLYTE SOLUTION; IRON PORPHYRIN,CA; FR,DEAD,Non-noble candidate
93504955,Method and device for the production of carbon monoxide,2019,2019,2025,FORSCHUNGSZENTRUM JUELICH,"Materials, metallurgy; Surface technology, coating",C25B; Y02E; Y02P,C25B-001/00; C25B-001/02; C25B-001/042; C25B-001/23; C25B-001/50; C25B-009/23; C25B-009/67; C25B-015/021; C25B-015/08; C25B-015/083,C01B; C25B,C01B-032/40; C25B-001/00; C25B-001/02; C25B-001/042; C25B-001/23; C25B-001/50; C25B-009/00; C25B-009/19,CARBON MONOXIDE PRODUCTION; HUMIDIFIED EDUCT GAS; HUMIDIFIED REACTANT GAS; PRODUCING CARBON MONOXIDE,DE; NL,ALIVE,Non-noble candidate
105555372,Process for CO2 reduction to CO of natural gas,2023,2023,2023,SHANGHAI JIAO TONG UNIVERSITY,"Basic materials chemistry; Surface technology, coating",C10L; C25B; Y02A,C10L-003/10/4; C25B-001/23; C25B-001/50; C25B-011/032; C25B-011/052; C25B-011/065; C25B-011/085; Y02A-050/20,C10L; C25B,C10L-003/10; C25B-001/23; C25B-001/50; C25B-011/032; C25B-011/052; C25B-011/065; C25B-011/085,NATURAL GAS; REDUCTION; COBALT PHTHALOCYANINE CATALYST INK; POTENTIOSTAT; POTASSIUM BICARBONATETHE SOLUTION; COBALT PHTHALOCYANINE; GAS DIFFUSION ELECTROCHEMICAL REACTOR; ELECTROLYTE; COUNTER ELECTRODE; POLYTETRAFLUOROETHYLENE MODIFIED CARBON PAPER,CN,ALIVE,Non-noble candidate; GDE
78510702,"Selective porphyrin-catalyzed electrochemical reduction of co2 into co, in particular in water",2016,2016,2020,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Chemical engineering; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",B01J; C01B; C07D; C07F; C25B; Y02E,B01J-031/18/15; B01J-2231/625; B01J-2531/025; B01J-2531/842; C01B-032/40; C07D-487/22; C07F-015/02/5; C25B-001/00; C25B-001/01; C25B-001/04,B01J; C01B; C07D; C07F; C25B,B01J-031/18; C01B-032/40; C07D-487/22; C07F-015/02; C25B-001/00; C25B-011/12,FORMULA PORPHYRIN; FORMULA RPHYRIN; IRON; PORPHYRIN CATALYZED ELECTROCHEMICAL REDUCTION; CATHODE COMPARTMENT,EP; FR; US,ALIVE,Non-noble candidate
64469752,Process for production of high purity carbon monoxide,2012,2012,2021,TOPSOE,"Materials, metallurgy; Organic fine chemistry; Surface technology, coating",C07C; C25B; Y02E,C07C-051/10; C25B-001/00; C25B-001/02; C25B-001/23; C25B-009/05; C25B-009/18; C25B-009/70; Y02E-060/36,C01B; C07C; C25B,C01B-032/40; C07C-051/10; C25B-001/02; C25B-001/23; C25B-003/25; C25B-009/18; C25B-009/70,CO2 ELECTROLYSIS; ELECTROLYZER EFFLUENT; GAS SEPARATION; METHANEDIONE CO2IN; METHANEDIONE ELECTROLYSIS,WO; DK; SE,ALIVE,Non-noble candidate
71292352,Porphyrin molecular catalysts for selective electrochemical reduction of co2 into co,2014,2014,2020,CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Chemical engineering; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",B01J; C01B; C07D; C07F; C25B,B01J-031/18/3; B01J-2231/62; B01J-2531/025; B01J-2531/842; C01B-031/18; C01B-032/40; C07D-487/22; C07F-015/02/5; C25B-001/00; C25B-009/00,B01J; C01B; C07D; C07F; C25B,B01J-031/22; B01J-037/34; C01B-032/40; C07D-487/22; C07F-015/02; C25B-003/04; C25B-003/25,ALKYL; CATALYST MOLECULE; CO2 ELECTROCHEMICAL REDUCTION,EP; FR,ALIVE,Non-noble candidate
112883886,Low temperature electrochemical production of carbon monoxide,2023,2023,2025,UTILITY GLOBAL,"Surface technology, coating",C25B,C25B-001/23; C25B-005/00; C25B-009/19; C25B-009/23; C25B-011/042; C25B-011/052; C25B-011/077; C25B-013/05; C25B-013/07,C25B,C25B-001/23; C25B-003/26; C25B-009/015; C25B-009/19; C25B-011/042; C25B-013/07; C25B-015/02,ELECTROCHEMICAL REACTOR; TEMPERATURE ELECTROCHEMICAL PRODUCTION; ELECTRICITY; LIQUEFACTION EXTENT,US,ALIVE,Non-noble candidate
83691812,Synthesis gas production system,2017,2017,2022,CHIYODA,"Chemical engineering; Environmental technology; Materials, metallurgy; Surface technology, coating",B01D; B01J; C01B; C25B; Y02E; Y02P,B01D-053/14/25; B01D-053/14/75; B01D-053/18; B01D-053/32/6; B01J-027/232; B01J-031/12; C01B-003/02; C01B-003/56; C01B-032/40; C25B-001/04,B01D; B01J; C01B; C25B,B01D-053/14; B01D-053/18; B01J-027/232; B01J-031/12; C01B-003/02; C01B-003/56; C01B-032/40; C25B-001/00,AQUEOUS SOLUTION; CATHODE CHAMBER; ELECTROLYTIC REDUCTION,JP,ALIVE,AEM; Non-noble candidate
92423180,Method for preparing carbon monoxide by electrochemical reduction of carbon dioxide,2019,2019,2021,SINOPEC; ZHEJIANG UNIVERSITY,"Surface technology, coating",C25B,C25B-001/00,C25B,C25B-001/23; C25B-009/19; C25B-011/032; C25B-011/091,GOLD BIMETAL; METHANEDIONE ELECTROCHEMICAL REDUCTION; CATHODE CHAMBER; ELECTROCHEMICAL REDUCTION CATALYST; ELECTROCHEMICAL POOL REACTOR; METHANEDIONE ELECTROCHEMICAL REDUCTION CATALYST; SUPPORTED GOLD BIMETAL; MULTIWALLED CARBON NANOTUBE; PLATINUM ELECTRODE,CN,ALIVE,Non-noble candidate; GDE
79681795,System and process for the production of renewable fuels and chemicals,2015,2015,2020,DIOXIDE MATERIALS,"Basic materials chemistry; Chemical engineering; Organic fine chemistry; Surface technology, coating",B01J; C07C; C10G; C25B; Y02E; Y02P,B01J-019/24/5; B01J-029/40; B01J-029/85; B01J-035/10/19; B01J-035/615; C07C-001/04/05; C07C-001/04/1; C07C-001/20; C07C-029/151/8; C07C-029/152,B01J; C07C; C10G; C25B,B01J-019/24; B01J-021/04; B01J-023/80; B01J-023/882; B01J-029/40; B01J-029/85; B01J-035/10; C07C-001/04,CO2 ELECTROLYTIC TANK; CO2 ELECTROLYZER; CYCLICAL AMINE GROUP; ELECTROLYSIS; ELECTROLYTIC TANK; ELECTROLYZER2INTO FUEL; ETHENYLBENZENE; METHANEDIONE ELECTROLYZER; POSITIVE CHARGE,US,ALIVE,MEA; AEM; Non-noble candidate; GDE
105036941,Variable-frequency microwave-based biomass charcoal reduction CO2Method for producing CO,2023,2023,2024,INSTITUTE OF CHEMICAL INDUSTRY OF FOREST PRODUCTS CHINESE ACADEMY OF FORESTRY; NANJING FORESTRY UNIVERSITY,"Materials, metallurgy",C01B,C01B-032/40,C01B,C01B-032/40,BIOMASS; BIOMASS CHARCOAL; REDUCING; REDUCTION; REDUCTION CO2METHOD; VARIABLE FREQUENCY; VARIABLE FREQUENCY MICROWAVE BIOMASS; MICROWAVE FREQUENCY,CN,ALIVE,Non-noble candidate
102708989,"Co2 electrolysis device, and method for manufacturing co2 electrolysis product",2021,2021,2026,IDEMITSU KOSAN; TAKAHATA PRECISION; UNIVERSITY OF YAMANASHI,"Surface technology, coating",C25B,C25B-001/04; C25B-001/23; C25B-003/25; C25B-003/26; C25B-009/00; C25B-009/23; C25B-009/73; C25B-011/04; C25B-011/054; C25B-013/08,C25B,C25B-001/23; C25B-009/00; C25B-009/23; C25B-011/04; C25B-011/054; C25B-011/061; C25B-011/075; C25B-011/089,CO2 ELECTROLYSIS; CO2 ELECTROLYSIS PRODUCT; CONDUCTIVE FILM; ELECTROLYSIS; ELECTROLYTIC PRODUCT PRODUCTION; MANUFACTURING CO2 ELECTROLYSIS PRODUCT,JP,ALIVE,MEA; AEM; Non-noble candidate
107376902,Improved co2 to co conversion method and system,2022,2022,2025,D CRBN,"Chemical engineering; Environmental technology; Materials, metallurgy",B01J; C01B,B01J-004/00/4; B01J-004/00/7; B01J-008/00/15; B01J-008/18/27; B01J-008/42; B01J-015/00; B01J-019/00/6; B01J-019/00/66; B01J-019/08/8; B01J-019/18/81,B01D; B01J; C01B,B01D-053/62; B01J-004/00; B01J-008/00; B01J-008/18; B01J-008/42; B01J-015/00; B01J-019/00; B01J-019/08,CONVERSION; CONVERTING; CONVERTING CO2; EXTRACTED PRODUCT GAS; PLASMA JET GENERATOR; SEPARATION; UPSCALING PLASMA REACTOR; PROBLEMATICAL SOOT DEPOSITION,BE,ALIVE,Non-noble candidate
44789699,On Demand Carbon Monoxide Generator For Therapeutic and Other Applications,2011,2011,2013,DIOXIDE MATERIALS,"Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-009/00,C25B,C25B-009/00,CARBON MONOXIDE GENERATOR; CHEMICAL LABORATORY; HELPER CATALYST; THERAPEUTIC USE; TETRAFLUOROBORANUIDE ANION; POISONING UNDESIRED REACTION; METHANEDIONE SOURCE; CONVERT METHANEDIONE; HYDROGEN SUPPRESSOR; METHANEDIONE,US,DEAD,Non-noble candidate
106145261,"Electrochemical cell, and carbonyl compound production method",2022,2022,2026,SEKISUI CHEMICAL,"Surface technology, coating",C25B,C25B-001/23; C25B-003/07; C25B-003/20; C25B-003/23; C25B-003/29; C25B-009/17; C25B-011/052; C25B-011/065; C25B-011/081; C25B-011/085,C25B,C25B-001/23; C25B-003/07; C25B-003/20; C25B-003/23; C25B-003/26; C25B-003/29; C25B-009/00; C25B-009/17,CARBONYL COMPOUND; CARBONYL COMPOUND PRODUCTION; CARBONYL COMPOUND PRODUCTION METHOD; ELECTROCHEMICAL CELL ELECTROLYTIC COMPARTMENT; PRODUCING CARBONYL; PRODUCTION METHOD; REDOX ION; ELECTROLYTE SOLUTION; REAGENT,US; JP,ALIVE,Non-noble candidate
100674664,An improved method for operation of a solid oxide electrolysis cell in carbon dioxide electrolysis,2020,2020,2026,TOPSOE,"Materials, metallurgy; Surface technology, coating",C25B; Y02E,C25B-001/23; C25B-001/50; C25B-003/26; C25B-009/73; C25B-013/07; C25B-015/02; C25B-015/027; C25B-015/08; C25B-015/083; C25B-015/085,C01B; C25B,C01B-032/40; C25B-001/23; C25B-001/50; C25B-003/26; C25B-009/73; C25B-013/07; C25B-015/02; C25B-015/027,BOUDOUARD MARGIN; CARBON DIOXIDE ELECTROLYSIS; CO2 ELECTROLYSIS,EP; DK; EE; SE,ALIVE,Non-noble candidate
112473551,(WO2024/245943) System and process for converting carbon dioxide into carbon monoxide,2023,2023,2024,AVANTIUM KNOWLEDGE CENTRE,"Surface technology, coating",C25B,C25B-001/23; C25B-015/02; C25B-015/021; C25B-015/08; C25B-015/087,C25B,C25B-001/23; C25B-015/02; C25B-015/021; C25B-015/08,CONVERTING CARBON DIOXIDE; ELECTROLYTIC SOLUTION; FEEDING ELECTROLYTE; REACTION CHAMBER; ELECTROLYTE FLOW; GAS INLET; CO2 CONVERSION; MIXING CHAMBER; DISSOLVING CARBON DIOXIDE; DISSOLVING TANK,EP; NL,ALIVE,Non-noble candidate
72753605,System and method for selective electrochemical reduction of carbon dioxide employing an anodized silver electrode,2014,2014,2017,TOYOTA MOTOR,"Environmental technology; Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-011/04/05; C25B-011/04/15; C25B-011/04/73; C25B-011/051; C25B-011/057; C25B-011/081; Y02E-060/36,B01D; C25B; C25D,B01D-053/62; B01D-053/77; C25B-001/00; C25B-001/10; C25B-011/04; C25B-011/08; C25B-015/08; C25D-011/34,ANODIZED SILVER COMPONENT; ANODIZED SILVER ELECTRODE; ELECTROCHEMICALLY REDUCING METHANEDIONE; METHANEDIONE ELECTROCHEMICAL REDUCTION,US,DEAD,Non-noble candidate
114398668,Cu—Co-containing electrode and method of use,2023,2023,2025,UTILITY GLOBAL,"Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-001/02; C25B-001/04; C25B-001/042; C25B-001/23; C25B-003/26; C25B-009/17; C25B-009/23; C25B-011/04; C25B-011/077,C25B,C25B-001/02; C25B-001/04; C25B-001/042; C25B-001/23; C25B-003/26; C25B-009/015; C25B-011/04; C25B-011/077,COCONTAINING ELECTRODE; DOPED LANTHANUM CHROMITE; ELECTRODE; HYDROGEN; LST COMPOSITE; PRODUCING CARBON MONOXIDE,US,ALIVE,Non-noble candidate
112473553,(WO2024/245947) System and process for converting carbon dioxide into carbon monoxide,2023,2023,2024,AVANTIUM KNOWLEDGE CENTRE,"Surface technology, coating",C25B,C25B-001/23; C25B-015/02; C25B-015/021; C25B-015/08; C25B-015/083; C25B-015/087,C25B,C25B-001/23; C25B-015/02; C25B-015/021; C25B-015/08,CONVERTING CARBON DIOXIDE; ELECTROLYTIC SOLUTION; FEEDING ELECTROLYTE; REACTION CHAMBER; CHAMBER SEPARATION; ELECTROLYTE FLOW; EXTRACTING GAS PRODUCTION; DISSOLVING CARBON DIOXIDE; ELECTROLYTE; DISSOLVED CARBON DIOXIDE,EP; NL,ALIVE,Non-noble candidate
113958355,Electrochemical cox reduction and hydrogen oxidation reactor,2023,2023,2025,TWELVE,"Organic fine chemistry; Surface technology, coating",C10G; C25B; Y02E,C10G-002/32; C25B-001/04; C25B-001/044; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-015/081; Y02E-060/36,C07C; C25B,C07C-001/04; C25B-001/04; C25B-001/044; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26,CARBON PRODUCTION; ELECTROCHEMICAL COX REDUCTION; HYDROGEN OXIDATION REACTOR; LIQUID HYDROCARBON PRODUCTION; CO2 ELECTROLYZER; ELECTROLYZER,US; CA,ALIVE,AEM; Non-noble candidate; GDE
92565798,Improvements in electrochemical reduction of carbon dioxide,2020,2020,2024,UNIVERSITY OF LIVERPOOL,"Chemical engineering; Electrical machinery, apparatus, energy; Surface technology, coating",B01J; C25B; H01M,B01J-023/34; B01J-023/755; B01J-031/16; B01J-031/18/2; B01J-031/20; B01J-2231/625; B01J-2531/72; B01J-2531/847; B01J-2540/68; C25B-001/23,B01J; C25B; H01M,B01J-023/34; B01J-023/755; B01J-031/16; C25B-001/23; C25B-003/26; C25B-009/19; C25B-009/23; C25B-011/031,CATALYST MOLECULE; GAS DIFFUSION ELECTRODE; NICKEL CATALYST MOLECULE; MANGANESE CATALYST MOLECULE; CI CS ALKENYL GROUP,GB,ALIVE,AEM; Non-noble candidate; GDE
83693059,Binary alloys and oxides thereof for electrocatalytic reduction of carbon dioxide,2017,2017,2025,PRINCETON UNIVERSITY,"Surface technology, coating",C25B,C25B-003/04; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/06; C25B-009/17; C25B-011/04/78; C25B-011/052; C25B-011/089; C25B-011/091,C25B,C25B-003/07; C25B-003/25; C25B-003/26; C25B-003/29; C25B-011/052; C25B-011/089; C25B-011/091,BINARY ALLOY; CARBON DIOXIDE ELECTROCATALYTIC REDUCTION,US,ALIVE,Non-noble candidate
115631039,Development of a photostable manganese(carbonyl)(polypyridyl) complex for electrocatalytic reduction of pure and flue ga...,2024,2024,2026,INDIAN INSTITUTE OF TECHNOLOGY BOMBAY,Pharmaceuticals,,,A61K; A61P; C07F,A61K-033/32; A61P-009/12; A61P-035/00; C07F-013/00,4 TRIAZOLE PYRIDINE; AQUEOUS MEDIUM; CATHODE MATERIAL; ELECTROCATALYTIC REDUCTION; ELECTROCHEMICAL CATALYST; FLUE GAS; GRAPHENE OXIDE; HYBRID MATERIAL,IN,ALIVE,Non-noble candidate
116244461,Electrochemical system and method for producing carbonyl compound,2024,2024,2025,SEKISUI CHEMICAL,"Surface technology, coating",,,C25B,C25B-001/23; C25B-009/00; C25B-015/02; C25B-015/08,CARBONYL COMPOUND PRODUCTION; ELECTROLYTE SOLUTION; CIRCULATION PATH; ALCOHOL COMPOUND; ELECTROLYTE; DISCHARGE PATH; PURIFICATION; DISCHARGING ELECTROLYTE SOLUTION; SYNTHESIS ELECTROLYTE; TETRAKIS TRIPHENYLPHOSPHINE PALLADIUM,JP,ALIVE,Non-noble candidate
83256656,Co-electrolysis cell design for efficient co2 reduction from gas phase at low temperature,2017,2017,2025,PAUL SCHERRER INSTITUTE,"Electrical machinery, apparatus, energy; Surface technology, coating",C25B; H01M; Y02E,C25B-001/00; C25B-001/04; C25B-001/23; C25B-003/03; C25B-003/04; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/10; C25B-009/21,C25B; H01M,C25B-001/00; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/21; C25B-009/23,ANION EXCHANGE IONOMER; CARBON DIOXIDE REDUCTION; CELL; COELECTROLYSIS CELL,EP; CH,ALIVE,MEA; AEM; Non-noble candidate; GDE
109766128,In-situ modification method of silver catalyst and application of silver catalyst in preparation of CO by electrically r...,2023,2023,2024,ZHEJIANG BAIMA LAKE LABORATORY; ZHEJIANG TIANDI ENV PROT TECHNOLOGY,"Materials, metallurgy; Micro-structure and nano-technology; Surface technology, coating",B22F; B82Y; C25B,B22F-001/0545; B22F-001/145; B82Y-030/00; B82Y-040/00; C25B-001/23; C25B-011/081,B22F; B82Y; C25B,B22F-001/0545; B22F-001/145; B82Y-030/00; B82Y-040/00; C25B-001/23; C25B-011/081,CO2 ELECTRIC REDUCTION; ELECTRICAL REDUCTION; ON SITE MODIFICATION; SILVER CATALYST; MEMBRANE ELECTRODE REACTOR; CATHODE CATALYST INK; RICH RESERVE; CHEAP PRICE; DISPERSING SILVER NANO PARTICLE; ANODE CATALYST INK,CN,ALIVE,Non-noble candidate; GDE
94627563,Electrically heated carbon monooxide reactor,2019,2019,2026,TOPSOE,"Basic materials chemistry; Chemical engineering; Materials, metallurgy; Organic fine chemistry",B01J; C01B; C10K; Y02P,B01J-008/02/14; B01J-008/02/85; B01J-012/00/5; B01J-012/00/7; B01J-019/00/53; B01J-019/18/12; B01J-2208/00398; B01J-2208/00415; B01J-2208/00495; B01J-2219/00135,B01J; C01B; C07C; C10K; C10L,B01J-008/02; B01J-012/00; B01J-019/00; B01J-019/08; B01J-019/18; B01J-023/86; C01B-003/16; C01B-032/40,CARBON MONOOXIDE; CARBON MONOOXIDE REACTOR; CARBON MONOXIDE REACTOR; FEEDSTOCK,EP; DK,ALIVE,Non-noble candidate
92464691,"Iron and cobalt molecular complexes for the selective electrochemical reduction of co2 into co, with flow cells",2019,2019,2025,AIR LIQUIDE; CNRS; UNIVERSITE PARIS CITE / PARIS DIDEROT,"Surface technology, coating",C25B,C25B-001/04; C25B-001/23; C25B-009/19; C25B-009/73; C25B-011/04; C25B-011/095,C25B,C25B-001/00; C25B-001/04; C25B-001/23; C25B-009/19; C25B-009/73; C25B-011/04; C25B-011/095,CATHODE ELECTROLYTE; CATHODE ELECTROLYTE SOLUTION; CELL; CO2 ELECTROCHEMICAL REDUCTION; COBALT MOLECULAR COMPLEX; FLOW CELL ELECTROLYZER,EP; FR; DE,ALIVE,AEM; Non-noble candidate; GDE
71965537,(KR10-1599918) System generating synthesis gas,2014,2014,2016,DONG EUI UNIVERSITY INDUSTRY ACADEMIC COOPERATIONFOUNDATION; UNIST,"Surface technology, coating",C25B,C25B-001/044; C25B-003/25; C25B-009/17,C25B,C25B-003/25,FISCHER TROPSCH SYNTHESIS REACTOR; HYDROGEN; REMAINDER; SOLID OXIDE; SYNGA; SYNGA GENERATION,KR,ALIVE,Non-noble candidate
103030257,Zinc-based catalyst for electrochemical reduction of carbon dioxide as well as preparation method and application of zin...,2022,2022,2022,XIAN JIAOTONG UNIVERSITY,"Materials, metallurgy; Surface technology, coating",B22F; C25B; C25D,B22F-001/0553; C25B-001/23; C25B-011/04; C25D-011/02,B22F; C25B; C25D,B22F-001/054; C25B-001/23; C25B-011/04; C25D-011/02,ZINC CATALYST; AG AGCL ELECTRODE; ELECTROCHEMICALLY REDUCING CARBON DIOXIDE; ZINC NANOSHEET; HEXAGONAL METAL ZINC NANOSHEET; LAYERED STACK; ZINC CATALYST STABILITY; ZINC OXIDE ELECTRODE; ZINC SHEET; OXIDE ELECTRODE,CN,ALIVE,Non-noble candidate
115708489,(WO2025/175083) High performance electrochemical reduction of carbon dioxide to carbon monoxide,2024,2024,2025,JOHNS HOPKINS UNIVERSITY,"Electrical machinery, apparatus, energy; Surface technology, coating",C25B; C25D,C25B-001/23; C25B-011/032; C25B-011/052; C25B-011/065; C25B-011/089; C25D-003/56/5,C25B; H01M,C25B-011/032; C25B-011/046; C25B-011/065; C25B-011/091; H01M-004/04; H01M-004/88; H01M-004/90,ELECTRODEPOSITING INTERMETALLIC CUZN; GAS DIFFUSION ELECTRODE; MEMBRANE ELECTRODE ASSEMBLY; PERFORMANCE ELECTROCHEMICAL REDUCTION; SUBSTRATE; ORDERED INTERMETALLIC CUZN; ORDERED INTERMETALLIC CUZ; INTERMETALLIC CUZIU CATALYST; ORDERED INTERMETALLIC CUZN LAYER; INTERMETALLIC CUZRU CATALYST,US,ALIVE,MEA; Non-noble candidate; GDE
104791873,Electrochemical cells for the reduction of carbon dioxide,2023,2023,2026,UNIVERSITY OF LIVERPOOL,"Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-001/10; C25B-001/23; C25B-003/04; C25B-009/08; C25B-009/10; C25B-009/23; C25B-011/032; C25B-011/04/05; C25B-011/04/47,C25B,C25B-001/23; C25B-009/23; C25B-011/032; C25B-011/085,CARBON DIOXIDE REDUCTION; CATALYST MOLECULE; REDUCING CARBON DIOXIDE; ION EXCHANGE MEMBRANE; ORGANIC LIGAND,GB,ALIVE,AEM; Non-noble candidate; GDE
96823449,Electrolysis system and electrolysis method,2020,2020,2025,IHI,"Surface technology, coating",C25B; Y02E; Y02P,C25B-001/04; C25B-001/23; C25B-009/70; C25B-009/73; C25B-009/77; C25B-013/07; C25B-015/08; Y02E-060/36; Y02P-020/133,C25B,C25B-001/04; C25B-001/23; C25B-009/00; C25B-009/23; C25B-009/70; C25B-009/73; C25B-009/77; C25B-015/02,CO ELECTROLYZER; CO2 ELECTROLYTIC DEVICE; CO2 ELECTROLYZER; COELECTROLYTIC; COELECTROLYZING; COELECTROLYZING WATER; ELECTROLYSIS,JP,ALIVE,Non-noble candidate
112046649,Method and device for preparing CO through membrane electrode CO2 electrocatalytic reduction based on pulsed alternating...,2024,2024,2024,ZHEJIANG UNIVERSITY,"Materials, metallurgy; Surface technology, coating",C01G; C23C; C25B,C01G-055/00/4; C23C-014/18/5; C23C-014/34/85; C23C-014/35; C25B-001/23; C25B-001/50; C25B-009/23; C25B-011/032; C25B-011/052; C25B-011/054,C01G; C23C; C25B,C01G-055/00; C23C-014/18; C23C-014/35; C25B-001/23; C25B-001/50; C25B-009/23; C25B-011/032; C25B-011/052,AG2METHOD; ALTERNATING CURRENT; ALTERNATING CURRENT MAGNETRON SPUTTERING; ELECTROCATALYTIC REDUCTION; MAGNETRON SPUTTERING; MEMBRANE ELECTRODE; MEMBRANE ELECTRODE REDUCTION; POROUS HYDROPHOBIC ELECTRODE; MONOATOMIC AG CATALYST; LOAD SUBSTRATE,CN,ALIVE,Non-noble candidate; GDE
104914800,All-solid electrolytic reaction device for preparing carbon monoxide by electrocatalytic reduction of carbon dioxide,2023,2023,2025,PIZHOU PAOCHE ANCIENT LIYUAN SCENIC SPOT MANAGEMENT SERVICE; SHANGHAI JIAO TONG UNIVERSITY,"Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-003/04; C25B-009/08; C25B-009/60; C25B-011/032; C25B-011/054; C25B-011/069,C25B,C25B-001/23; C25B-009/60; C25B-011/032; C25B-011/054; C25B-011/069,ALL SOLID ELECTROLYTIC REACTION; CARBON DIOXIDE ELECTROCATALYTIC REDUCTION; ELECTROCATALYTIC REDUCTION; SOLID ELECTROLYTIC REACTION; ANODE MACROPORE; ELECTROLYTIC REACTION,CN,ALIVE,AEM; Non-noble candidate; GDE
